name,label,wiki_page_obj,wiki_url,wiki_nl_views,wiki_norm_nl_views,wiki_eng_views,wiki_norm_eng_views,wiki_nr_of_edits,wiki_norm_nr_of_edits,wiki_nr_of_languages,wiki_norm_nr_of_languages,TA_name,TA_rating,TA_reviews,TA_url,wiki_coordinates
Gaasperplas ,Park of recreatiegebied,<WikipediaPage 'Gaasperplas (water)'>,https://nl.wikipedia.org/wiki/Gaasperplas_(water),16609.0,0.0332032774873931,12224.0,0.0013025307819329,52,0.034,4,0.3,Gaasperplas Park,4.5,53.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245212-Reviews-Gaasperplas_Park-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiWs7PQx771AhVI_7sIHQkNCnYQFnoECAIQAg&usg=AOvVaw0xU_tX-KZ33wTzvzyLjWI9,"(52.30638889, 4.99111111)"
Geuzenbos,Park of recreatiegebied,<WikipediaPage 'Geuzenbos'>,https://nl.wikipedia.org/wiki/Geuzenbos,5733.0,0.0114307677832518,46423.0,0.0049466121146657,45,0.0293333333333333,1,0.0,,,,,"(52.39388889, 4.76194444)"
Amstelpark,Park of recreatiegebied,<WikipediaPage 'Amstelpark'>,https://nl.wikipedia.org/wiki/Amstelpark,23208.0,0.0464137217258657,26411.0,0.0028142294242172,70,0.046,7,0.6,Amstelpark,4.5,215.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245163-Reviews-Amstelpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjuyunRx771AhX-57sIHbkED7sQFnoECAUQAg&usg=AOvVaw1NvrnQmmqNbv--Qkp3kHZ6,"(52.32861111, 4.89527778)"
Bijlmerweide,Park of recreatiegebied,<WikipediaPage 'Bijlmerweide'>,https://nl.wikipedia.org/wiki/Bijlmerweide,5611.0,0.0111865377185308,22458.0,0.0023930167130767,35,0.0226666666666666,1,0.0,,,,,"(52.32535, 4.98893889)"
Diemerpark,Park of recreatiegebied,<WikipediaPage 'Diemerpark'>,https://nl.wikipedia.org/wiki/Diemerpark,7749.0,0.0154665695084769,0.0,0.0,56,0.0366666666666666,2,0.1,,,,,"(52.35243333, 4.98693333)"
Amstelpark,Park of recreatiegebied,<WikipediaPage 'Amstelpark'>,https://nl.wikipedia.org/wiki/Amstelpark,23208.0,0.0464137217258657,26411.0,0.0028142294242172,70,0.046,7,0.6,Amstelpark,4.5,215.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245163-Reviews-Amstelpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwin-JLTx771AhUESuUKHQZ5AZIQFnoECAIQAg&usg=AOvVaw2SMEa8nm2q_VMiDEOnj8LU,"(52.32861111, 4.89527778)"
Beatrixpark ,Park of recreatiegebied,<WikipediaPage 'Beatrixpark (Amsterdam)'>,https://nl.wikipedia.org/wiki/Beatrixpark_(Amsterdam),12254.0,0.0244850649311651,9384807.0,1.0,96,0.0633333333333333,4,0.3,Beatrixpark,4.5,43.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d10250389-Reviews-Beatrixpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwipzZzUx771AhUf7rsIHQoVAUgQFnoECAoQAg&usg=AOvVaw2NvxQxqhrkNkHfSRVAi2wN,"(52.34277778, 4.88194444)"
Nelson Mandelapark ,Park of recreatiegebied,<WikipediaPage 'Nelson Mandelapark (Amsterdam)'>,https://nl.wikipedia.org/wiki/Nelson_Mandelapark_(Amsterdam),2513.0,0.0049846955832394,0.0,0.0,55,0.036,2,0.1,,,,,"(52.3125, 4.9625)"
Gerbrandypark ,Park of recreatiegebied,<WikipediaPage 'Gerbrandypark (Amsterdam)'>,https://nl.wikipedia.org/wiki/Gerbrandypark_(Amsterdam),435.0,0.0008247769398773,0.0,0.0,33,0.0213333333333333,2,0.1,,,,,"(52.3775, 4.83027778)"
Martin Luther Kingpark,Park of recreatiegebied,<WikipediaPage 'Martin Luther Kingpark'>,https://nl.wikipedia.org/wiki/Martin_Luther_Kingpark,6575.0,0.0131163556069817,0.0,0.0,28,0.018,3,0.2,Martin Luther Kingpark,3.5,6.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d13992595-r709201623-Martin_Luther_Kingpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwio_MTVx771AhWoiv0HHXydC5EQFnoECAEQAg&usg=AOvVaw2vrZ5cHxNkHdFYZUfDY8k8,"(52.33944444, 4.90666667)"
Kasterleepark,Park of recreatiegebied,<WikipediaPage 'Kasterleepark'>,https://nl.wikipedia.org/wiki/Kasterleepark,4569.0,0.0091005727395206,0.0,0.0,27,0.0173333333333333,1,0.0,,,,,
Florapark ,Park of recreatiegebied,<WikipediaPage 'Florapark (Amsterdam)'>,https://nl.wikipedia.org/wiki/Florapark_(Amsterdam),5432.0,0.010828200164555,0.0,0.0,38,0.0246666666666666,1,0.0,,,,,"(52.39305556, 4.91888889)"
Tuinen van West,Park of recreatiegebied,<WikipediaPage 'Tuinen van West'>,https://nl.wikipedia.org/wiki/Tuinen_van_West,6312.0,0.0125898596477882,0.0,0.0,18,0.0113333333333333,1,0.0,Fruittuin van West,4.0,24.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d9720086-Reviews-Fruittuin_van_West-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwizmpTXx771AhWVh_0HHSG5CKIQFnoECAUQAg&usg=AOvVaw2BgpAGQ9wqLKQRRqz0Zf38,"(52.37113889, 4.76928889)"
Oosterpark ,Park of recreatiegebied,<WikipediaPage 'Oosterpark (Amsterdam)'>,https://nl.wikipedia.org/wiki/Oosterpark_(Amsterdam),27533.0,0.0550718777088016,36826.0,0.0039240018468147,149,0.0986666666666666,6,0.5,Oosterpark,4.0,139.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d7375413-Reviews-Oosterpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjDs4_Yx771AhVO_bsIHYbLAZIQFnoECAIQAg&usg=AOvVaw0xvtVTIDOZfzQzDCn3AjnH,"(52.36027778, 4.91972222)"
Schellingwouderpark,Park of recreatiegebied,<WikipediaPage 'Schellingwouderpark'>,https://nl.wikipedia.org/wiki/Schellingwouderpark,4590.0,0.009142612340825,63068.0,0.0067202234419951,9,0.0053333333333333,1,0.0,,,,,"(52.38445278, 4.95715278)"
Westerpark ,Park of recreatiegebied,<WikipediaPage 'Westerpark (Amsterdam)'>,https://nl.wikipedia.org/wiki/Westerpark_(Amsterdam),22927.0,0.0458511918226969,,,57,0.0373333333333333,4,0.3,Westerpark,4.5,159.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d8022347-Reviews-Westerpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjF4f7Zx771AhUhh_0HHc0kAWwQFnoECAgQAg&usg=AOvVaw3mBUdfWm31OLzgG5P5fqID,"(52.38611111, 4.8775)"
Natuurpark Vrije Geer,Park of recreatiegebied,<WikipediaPage 'Natuurpark Vrije Geer'>,https://nl.wikipedia.org/wiki/Natuurpark_Vrije_Geer,4805.0,0.0095730177827513,0.0,0.0,37,0.024,1,0.0,,,,,"(52.34583333, 4.79805556)"
Sarphatipark,Park of recreatiegebied,<WikipediaPage 'Sarphatipark'>,https://nl.wikipedia.org/wiki/Sarphatipark,25020.0,0.050041138752705,23766.0,0.00253239091651,70,0.046,6,0.5,Sarphatipark,4.0,135.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3724735-Reviews-Sarphatipark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj7qaDbx771AhUt57sIHetADqwQFnoECAQQAg&usg=AOvVaw2y3syPVCRYoHHYdeGooe5U,"(52.35444444, 4.89638889)"
Oostenburgerpark,Park of recreatiegebied,<WikipediaPage 'Oostenburgerpark'>,https://nl.wikipedia.org/wiki/Oostenburgerpark,802.0,0.0015594690198166,385.0,4.102375253961003e-05,2,0.0006666666666666,1,0.0,,,,,"(52.36913056, 4.925375)"
Vliegenbos,Park of recreatiegebied,<WikipediaPage 'Vliegenbos'>,https://nl.wikipedia.org/wiki/Vliegenbos,16650.0,0.0332853548042255,63068.0,0.0067202234419951,81,0.0533333333333333,2,0.1,Camping Vliegenbos,4.0,968.0,https://www.tripadvisor.nl/Hotel_Review-g188590-d239468-Reviews-Camping_Vliegenbos-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiNrMzcx771AhV9hP0HHTA0BkEQFnoECAAQAg&usg=AOvVaw0lbJWCFGBtQhGsMXW_HWSV,"(52.38944444, 4.93166667)"
Volewijkspark,Park of recreatiegebied,<WikipediaPage 'Volewijkspark'>,https://nl.wikipedia.org/wiki/Volewijkspark,3251.0,0.0064620872862236,63068.0,0.0067202234419951,14,0.0086666666666666,2,0.1,Noorderpark,3.5,8.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d12671169-r505478660-Noorderpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjd5s_dx771AhUSiP0HHRZVAyUQFnoECAoQAg&usg=AOvVaw0q-lNjlDelOaJHUCRiQXAJ,"(52.39139444, 4.92337778)"
De Oeverlanden,Park of recreatiegebied,<WikipediaPage 'De Oeverlanden'>,https://nl.wikipedia.org/wiki/De_Oeverlanden,15578.0,0.0311393332519233,0.0,0.0,40,0.026,1,0.0,Park de Oeverlanden,3.5,5.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d12607294-Reviews-Park_de_Oeverlanden-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiPi8bex771AhVvgv0HHdPqBHsQFnoECAUQAg&usg=AOvVaw2qaBe38yoIdLTkRgD6BJiJ,"(52.33611389, 4.81891111)"
Nieuwe Meer ,Park of recreatiegebied,<WikipediaPage 'Nieuwe Meer (water)'>,https://nl.wikipedia.org/wiki/Nieuwe_Meer_(water),24613.0,0.0492263712417096,8024.0,0.0008549989360463,61,0.04,1,0.0,,,,,"(52.33194444, 4.82944444)"
Sloterplas,Park of recreatiegebied,<WikipediaPage 'Sloterplas'>,https://nl.wikipedia.org/wiki/Sloterplas,26669.0,0.0533422483979909,362439.0,0.0386197606407888,103,0.068,4,0.3,Sloterplas,4.5,10.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d14057379-Reviews-Sloterplas-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjcm9_fx771AhXn87sIHZwNBSIQFnoECAUQAg&usg=AOvVaw2t-hjo4TU__6yVZpyLO4id,"(52.36472222, 4.81694444)"
Wertheimpark,Park of recreatiegebied,<WikipediaPage 'Wertheimpark'>,https://nl.wikipedia.org/wiki/Wertheimpark,19979.0,0.0399496325538657,5191.0,0.0005531280504756,55,0.036,3,0.2,Wertheimpark,4.0,25.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d8615958-Reviews-Wertheimpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi4iv_gx771AhUFSuUKHUFxAsQQFnoECAQQAg&usg=AOvVaw3GFc0pcNzJ-bPGRwN9heTC,"(52.36805556, 4.90916667)"
Piet Wiedijkpark,Park of recreatiegebied,<WikipediaPage 'Piet Wiedijkpark'>,https://nl.wikipedia.org/wiki/Piet_Wiedijkpark,3955.0,0.0078714148728101,22458.0,0.0023930167130767,23,0.0146666666666666,1,0.0,,,,,"(52.35583333, 4.81694444)"
Rembrandtpark,Park of recreatiegebied,<WikipediaPage 'Rembrandtpark'>,https://nl.wikipedia.org/wiki/Rembrandtpark,16900.0,0.0337858262483259,0.0,0.0,42,0.0273333333333333,4,0.3,Rembrandtpark,4.0,85.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3725683-Reviews-Rembrandtpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjmgJPix771AhXwh_0HHTVuAZkQFnoECAUQAg&usg=AOvVaw1YZA6gt73LYGCoCXBX3cKp,"(52.36277778, 4.84555556)"
De Hoge Dijk,Park of recreatiegebied,<WikipediaPage 'De Hoge Dijk'>,https://nl.wikipedia.org/wiki/De_Hoge_Dijk,5834.0,0.0116329582466683,0.0,0.0,23,0.0146666666666666,2,0.1,De Hoge Dijk,3.5,19.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245197-Reviews-De_Hoge_Dijk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiBy5njx771AhUb_rsIHT5DChUQFnoECAUQAg&usg=AOvVaw18WJ8iA-dZv9FZfdqxClLh,"(52.28479167, 4.96781111)"
Siegerpark,Park of recreatiegebied,<WikipediaPage 'Siegerpark'>,https://nl.wikipedia.org/wiki/Siegerpark,7495.0,0.014958090521271,150247.0,0.0160095993449838,26,0.0166666666666666,1,0.0,Siegerpark,4.0,6.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d12612263-Reviews-Siegerpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi_2aXkx771AhXYhf0HHQPFBCEQFnoECAkQAg&usg=AOvVaw12d3nlB_NzHAocMeCtHe4Z,"(52.34068889, 4.81939444)"
Noorderpark ,Park of recreatiegebied,<WikipediaPage 'Noorderpark (Amsterdam)'>,https://nl.wikipedia.org/wiki/Noorderpark_(Amsterdam),8852.0,0.0176746495198476,0.0,0.0,37,0.024,1,0.0,Noorderpark,3.5,8.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d12671169-Reviews-Noorderpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj48a3lx771AhU1iv0HHQq2AdMQFnoECAMQAg&usg=AOvVaw1U2ZBC4SZOs-Btwr9vcaN4,"(52.39472222, 4.91944444)"
Kraaiennest ,Markt,<WikipediaPage 'Kraaiennest (metrostation)'>,https://nl.wikipedia.org/wiki/Kraaiennest_(metrostation),16084.0,0.0321522874547824,8745.0,0.0009318252362568,72,0.0473333333333333,4,0.3,,,,,"(52.31638889, 4.97944444)"
Bos en Lommer,Markt,<WikipediaPage 'Bos en Lommer'>,https://nl.wikipedia.org/wiki/Bos_en_Lommer,55650.0,0.111358900083879,26156.0,0.0027870578478598,163,0.108,8,0.7,,,,,"(52.37865, 4.85050556)"
Nieuwmarkt ,Markt,<WikipediaPage 'Nieuwmarkt (Amsterdam)'>,https://nl.wikipedia.org/wiki/Nieuwmarkt_(Amsterdam),43629.0,0.0872942311657581,58019.0,0.0061822262301185,137,0.0906666666666666,11,1.0,Nieuwmarkt,4.0,333.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d266834-Reviews-Nieuwmarkt-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjohPzmx771AhULh_0HHdpMCo0QFnoECAcQAg&usg=AOvVaw2nwGoR9CA4Q9uXPfLeHOoA,"(52.37257306, 4.90050316)"
Buikslotermeerplein,Markt,<WikipediaPage 'Buikslotermeerplein'>,https://nl.wikipedia.org/wiki/Buikslotermeerplein,2476.0,0.0049106258095125,19531.0,0.0020811296385743,22,0.014,1,0.0,,,,,
Lambertus Zijlplein,Markt,<WikipediaPage 'Lambertus Zijlplein'>,https://nl.wikipedia.org/wiki/Lambertus_Zijlplein,7373.0,0.01471386045655,0.0,0.0,35,0.0226666666666666,1,0.0,,,,,"(52.37694444, 4.80111111)"
Lindengracht,Markt,<WikipediaPage 'Lindengracht'>,https://nl.wikipedia.org/wiki/Lindengracht,13847.0,0.0276740689729725,892.0,9.504723965021336e-05,87,0.0573333333333333,4,0.3,,,,,"(52.38018056, 4.88446111)"
Mosplein,Markt,<WikipediaPage 'Mosplein'>,https://nl.wikipedia.org/wiki/Mosplein,5712.0,0.0113887281819473,0.0,0.0,30,0.0193333333333333,1,0.0,,,,,
Nieuwezijds Voorburgwal,Markt,<WikipediaPage 'Nieuwezijds Voorburgwal'>,https://nl.wikipedia.org/wiki/Nieuwezijds_Voorburgwal,30663.0,0.0613377801889379,20755.0,0.0022115532050898,152,0.1006666666666666,4,0.3,,,,,"(52.37027778, 4.88972222)"
Haarlemmerplein,Markt,<WikipediaPage 'Haarlemmerplein'>,https://nl.wikipedia.org/wiki/Haarlemmerplein,12264.0,0.0245050837889291,17020.0,0.0018135695278549,63,0.0413333333333333,2,0.1,,,,,"(52.38444444, 4.88305556)"
Amsterdamse Poort ,Markt,<WikipediaPage 'Amsterdamse Poort (Amsterdam)'>,https://nl.wikipedia.org/wiki/Amsterdamse_Poort_(Amsterdam),17723.0,0.0354333782423042,0.0,0.0,54,0.0353333333333333,3,0.2,Amsterdamse Poort,4.0,10.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d11823592-Reviews-Amsterdamse_Poort-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiA-43px771AhV8if0HHSIiAvkQFnoECAMQAg&usg=AOvVaw1MpehMaSUWwfQ60NY3RGqd,"(52.31388889, 4.9525)"
Stadionplein,Markt,<WikipediaPage 'Stadionplein'>,https://nl.wikipedia.org/wiki/Stadionplein,12337.0,0.0246512214506064,161882.0,0.0172493691132913,67,0.044,2,0.1,,,,,"(52.34388889, 4.85722222)"
Spui ,Markt,<WikipediaPage 'Spui (Amsterdam)'>,https://nl.wikipedia.org/wiki/Spui_(Amsterdam),30848.0,0.0617081290575722,45345.0,0.0048317456075548,153,0.1013333333333333,8,0.7,Spui,4.0,35.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d13369512-Reviews-Spui-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjFzY3qx771AhUg8LsIHYAWA3wQFnoECAIQAg&usg=AOvVaw38FpykEBoYD7JWOIKF69U5,"(52.36861111, 4.88944444)"
Tussen Meer,Markt,<WikipediaPage 'Tussen Meer'>,https://nl.wikipedia.org/wiki/Tussen_Meer,4905.0,0.0097732063603914,0.0,0.0,32,0.0206666666666666,1,0.0,,,,,"(52.35715833, 4.794775)"
Reigersbos ,Markt,<WikipediaPage 'Reigersbos (Amsterdam)'>,https://nl.wikipedia.org/wiki/Reigersbos_(Amsterdam),14361.0,0.0287030382620428,48914.0,0.0052120411213571,72,0.0473333333333333,1,0.0,,,,,"(52.29663056, 4.97562778)"
Sierplein,Markt,<WikipediaPage 'Sierplein'>,https://nl.wikipedia.org/wiki/Sierplein,8467.0,0.0169039234959331,23090.0,0.0024603596003625,13,0.008,1,0.0,,,,,"(52.35550556, 4.82642778)"
