name,label,wiki_page_obj,wiki_url,wiki_nl_views,wiki_norm_nl_views,wiki_eng_views,wiki_norm_eng_views,wiki_nr_of_edits,wiki_norm_nr_of_edits,wiki_nr_of_languages,wiki_norm_nr_of_languages,TA_name,TA_rating,TA_reviews,TA_url,wiki_coordinates
Spinhuis ,Monument of Gebouw,<WikipediaPage 'Spinhuis (Amsterdam)'>,https://nl.wikipedia.org/wiki/Spinhuis_(Amsterdam),22606.0,0.0452085864884721,0.0,0.0,50,0.0326666666666666,1,0.0,,,,,"(52.37055556, 4.896475)"
Hollandsche Manege,Monument of Gebouw,<WikipediaPage 'Hollandsche Manege'>,https://nl.wikipedia.org/wiki/Hollandsche_Manege,15170.0,0.0303225638551515,12582.0,0.0013406775440347,77,0.0506666666666666,4,0.3,Levend Paardenmuseum De Hollandsche Manege,3.0,80.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d240815-Reviews-Levend_Paardenmuseum_De_Hollandsche_Manege-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjH2p_axr71AhWPNOwKHR-bCs8QFnoECAUQAg&usg=AOvVaw2dARi1fmWHtutbQ8jSXQuN,"(52.36083333, 4.87222222)"
A.H. Gerhardhuis,Monument of Gebouw,<WikipediaPage 'A.H. Gerhardhuis'>,https://nl.wikipedia.org/wiki/A.H._Gerhardhuis,3806.0,0.0075731338921263,0.0,0.0,20,0.0126666666666666,1,0.0,,,,,"(52.37458333, 4.818)"
Peperbrug,Monument of Gebouw,<WikipediaPage 'Peperbrug'>,https://nl.wikipedia.org/wiki/Peperbrug,1079.0,0.0021139913798798,8220375.0,0.8759237137215502,9,0.0053333333333333,1,0.0,,,,,"(52.37151667, 4.90739722)"
Huis met de Kabouters,Monument of Gebouw,<WikipediaPage 'Huis met de Kabouters'>,https://nl.wikipedia.org/wiki/Huis_met_de_Kabouters,7997.0,0.0159630371810245,5878.0,0.0006263314738385,31,0.02,3,0.2,House with the Gnome,4.0,18.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3724592-Reviews-House_with_the_Gnomes-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjNyNXbxr71AhWhMewKHZjsAFQQFnoECAoQAg&usg=AOvVaw066TiPSFeyJnJhufxqd3Nk,"(52.35583333, 4.90444444)"
Kerk van Durgerdam,Monument of Gebouw,<WikipediaPage 'Kerk van Durgerdam'>,https://nl.wikipedia.org/wiki/Kerk_van_Durgerdam,3779.0,0.0075190829761635,9384807.0,1.0,8,0.0046666666666666,1,0.0,Witte Kapel Durgerdam,3.0,1.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d21340667-Reviews-Witte_Kapel_Durgerdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjq_ILdxr71AhWOy6QKHafRDM8QFnoECAAQAg&usg=AOvVaw0prItswjOwFUuFWnZHhHPL,"(52.37832222, 4.98813889)"
Beurs van Berlage,Monument of Gebouw,<WikipediaPage 'Beurs van Berlage'>,https://nl.wikipedia.org/wiki/Beurs_van_Berlage,97893.0,0.1959245609364021,84574.0,0.0090117996033376,420,0.2793333333333333,10,0.9,Beurs van Berlage,4.0,19.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d12246643-Reviews-The_Tower_Beurs_van_Berlage-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiwzffdxr71AhURt6QKHdcuDQkQFnoECAIQAg&usg=AOvVaw3jKQAUVOdpQGYkhXUKFy_L,"(52.374787, 4.89614725)"
Villa Heineken,Monument of Gebouw,<WikipediaPage 'Villa Heineken'>,https://nl.wikipedia.org/wiki/Villa_Heineken,251.0,0.0004564299570195,322370.0,0.0343502002758287,3,0.0013333333333333,1,0.0,,,,,"(52.35850833, 4.89301389)"
Hollandsche Schouwburg,Herdenkings Monument,<WikipediaPage 'Hollandsche Schouwburg'>,https://nl.wikipedia.org/wiki/Hollandsche_Schouwburg,56304.0,0.1126681333816455,19800.0,0.0021097929877513,180,0.1193333333333333,8,0.7,Hollandsche Schouwburg,4.0,142.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d266273-Reviews-Hollandsche_Schouwburg-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjr1rbfxr71AhWHy6QKHQ23AAkQFnoECAoQAg&usg=AOvVaw3i3qwuW-6rum293G8aGhVZ,"(52.3664, 4.91115833)"
American Hotel,Monument of Gebouw,<WikipediaPage 'American Hotel'>,https://nl.wikipedia.org/wiki/American_Hotel,37073.0,0.0741698680156707,0.0,0.0,105,0.0693333333333333,8,0.7,Hard Rock Hotel Amsterdam American,5.0,95.0,https://www.tripadvisor.nl/Hotel_Review-g188590-d229477-Reviews-Hard_Rock_Hotel_Amsterdam_American-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjU48bgxr71AhWDCewKHZhmCd4QFnoECAEQAg&usg=AOvVaw1tmei5phLm12cCvgq3IN_I,"(52.36361111, 4.88111111)"
Fort bij Uitermeer,Monument of Gebouw,<WikipediaPage 'Fort bij Uitermeer'>,https://nl.wikipedia.org/wiki/Fort_bij_Uitermeer,11508.0,0.0229916581419697,54561.0,0.0058137583436718,102,0.0673333333333333,3,0.2,,,,,"(52.29333333, 5.08416667)"
Wilhelmina Gasthuis,Monument of Gebouw,<WikipediaPage 'Wilhelmina Gasthuis'>,https://nl.wikipedia.org/wiki/Wilhelmina_Gasthuis,26981.0,0.0539668367602281,8292.0,0.0008835557300219,66,0.0433333333333333,1,0.0,,,,,"(52.36267222, 4.87057778)"
Willem Witsen,Monument of Gebouw,<WikipediaPage 'Willem Witsen'>,https://nl.wikipedia.org/wiki/Willem_Witsen,23564.0,0.0471263930622646,15268.0,0.0016268848149993,232,0.154,8,0.7,,,,,
Bouwmaatschappij Concordia NV,Monument of Gebouw,<WikipediaPage 'Bouwmaatschappij Concordia NV'>,https://nl.wikipedia.org/wiki/Bouwmaatschappij_Concordia_NV,2941.0,0.0058415026955391,0.0,0.0,62,0.0406666666666666,1,0.0,,,,,
Hogesluis,Monument of Gebouw,<WikipediaPage 'Hogesluis'>,https://nl.wikipedia.org/wiki/Hogesluis,10355.0,0.0206834838417789,896169.0,0.0954914682848565,98,0.0646666666666666,1,0.0,,,,,"(52.36027778, 4.90388889)"
Neptunus ,Monument of Gebouw,<WikipediaPage 'Neptunus (gebouw)'>,https://nl.wikipedia.org/wiki/Neptunus_(gebouw),,,0.0,0.0,4,0.002,1,0.0,,,,,"(52.37517778, 4.89158611)"
Weesp,Monument of Gebouw,<WikipediaPage 'Weesp'>,https://nl.wikipedia.org/wiki/Weesp,144964.0,0.290155326317391,69442.0,0.0073994062957288,683,0.4546666666666666,11,1.0,,,,,"(52.30694444, 5.04166667)"
Platanenhof,Monument of Gebouw,<WikipediaPage 'Platanenhof'>,https://nl.wikipedia.org/wiki/Platanenhof,360.0,0.0006746355066472,21999.0,0.0023441078756334,11,0.0066666666666666,1,0.0,,,,,"(52.37040833, 4.87875556)"
Zeemanlaboratorium,Monument of Gebouw,<WikipediaPage 'Zeemanlaboratorium'>,https://nl.wikipedia.org/wiki/Zeemanlaboratorium,2982.0,0.0059235800123716,0.0,0.0,13,0.008,1,0.0,,,,,
Raw Aron Schuster Synagoge,Monument of Gebouw,<WikipediaPage 'Raw Aron Schuster Synagoge'>,https://nl.wikipedia.org/wiki/Raw_Aron_Schuster_Synagoge,8999.0,0.0179689267289786,0.0,0.0,75,0.0493333333333333,1,0.0,,,,,"(52.35293889, 4.87722222)"
Meerpadkerkje,Monument of Gebouw,<WikipediaPage 'Meerpadkerkje'>,https://nl.wikipedia.org/wiki/Meerpadkerkje,1347.0,0.0026504967679554,15945.0,0.0016990226863482,5,0.0026666666666666,1,0.0,,,,,
Grafmonument van P.W. Janssen,Monument of Gebouw,<WikipediaPage 'Grafmonument van P.W. Janssen'>,https://nl.wikipedia.org/wiki/Grafmonument_van_P.W._Janssen,2041.0,0.0040398054967779,0.0,0.0,7,0.004,1,0.0,,,,,
Jeugdtheater De Krakeling,Monument of Gebouw,<WikipediaPage 'Jeugdtheater De Krakeling'>,https://nl.wikipedia.org/wiki/Jeugdtheater_De_Krakeling,5068.0,0.0100995137419449,2296.0,0.000244650742418,31,0.02,1,0.0,De Krakeling,4.0,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245200-Reviews-De_Krakeling-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjfoI7jxr71AhUOPewKHTuYCZEQFnoECAUQAg&usg=AOvVaw0hrntuj9eo1_LsEbIJnaRb,"(52.38613333, 4.873575)"
Dr. Sarphatihuis,Monument of Gebouw,<WikipediaPage 'Dr. Sarphatihuis'>,https://nl.wikipedia.org/wiki/Dr._Sarphatihuis,17264.0,0.034514512670936,0.0,0.0,41,0.0266666666666666,1,0.0,,,,,"(52.36469806, 4.91054972)"
Kerk van Zunderdorp,Monument of Gebouw,<WikipediaPage 'Kerk van Zunderdorp'>,https://nl.wikipedia.org/wiki/Kerk_van_Zunderdorp,2602.0,0.0051628634173391,9384807.0,1.0,11,0.0066666666666666,1,0.0,,,,,"(52.40694722, 4.96676111)"
Buiksloterkerk,Monument of Gebouw,<WikipediaPage 'Buiksloterkerk'>,https://nl.wikipedia.org/wiki/Buiksloterkerk,5534.0,0.0110323925137479,0.0,0.0,23,0.0146666666666666,1,0.0,,,,,"(52.40182222, 4.91633611)"
"Pakhuizen Serdang, Langkat en Deli",Monument of Gebouw,"<WikipediaPage 'Pakhuizen Serdang, Langkat en Deli'>","https://nl.wikipedia.org/wiki/Pakhuizen_Serdang,_Langkat_en_Deli",542.0,0.0010389787179523,0.0,0.0,35,0.0226666666666666,1,0.0,,,,,"(52.39027778, 4.88405556)"
Stadhuis van Weesp,Monument of Gebouw,<WikipediaPage 'Stadhuis van Weesp'>,https://nl.wikipedia.org/wiki/Stadhuis_van_Weesp,5535.0,0.0110343943995243,0.0,0.0,24,0.0153333333333333,2,0.1,,,,,"(52.30676389, 5.04276667)"
De Ysbreeker,Monument of Gebouw,<WikipediaPage 'De Ysbreeker'>,https://nl.wikipedia.org/wiki/De_Ysbreeker,14725.0,0.0294317246846529,0.0,0.0,19,0.012,1,0.0,De Ysbreeker,4.0,476.0,https://www.tripadvisor.nl/Restaurant_Review-g188590-d2076286-Reviews-De_Ysbreeker-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiZvZ7lxr71AhUusKQKHbiBAAQQFnoECAIQAg&usg=AOvVaw3iYghmr5jfnY2L7JDriT8e,"(52.3574, 4.90660278)"
Vredenburgh ,Monument of Gebouw,<WikipediaPage 'Vredenburgh (Amsterdam)'>,https://nl.wikipedia.org/wiki/Vredenburgh_(Amsterdam),8179.0,0.0163273803923295,68957.0,0.007347727023049,81,0.0533333333333333,1,0.0,Vredenburgh,3.0,5.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d13970562-Reviews-Vredenburgh-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjl9o_mxr71AhURqaQKHascDkkQFnoECAAQAg&usg=AOvVaw2CSJNS_C52U9WL_-Eu0nKU,"(52.37536389, 4.90041667)"
Nationaal Monument op de Dam,Herdenkings Monument,<WikipediaPage 'Nationaal Monument op de Dam'>,https://nl.wikipedia.org/wiki/Nationaal_Monument_op_de_Dam,59703.0,0.1194725431356337,0.0,0.0,246,0.1633333333333333,11,1.0,National Monument,3.5,443.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d266832-r345873506-National_Monument-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjF4qLnxr71AhVO16QKHXvxAXgQFnoECAAQAg&usg=AOvVaw3fa46dKCOeqm_Zmg1tdE7F,"(52.37280556, 4.89369444)"
Nieuwendammerkerk,Monument of Gebouw,<WikipediaPage 'Nieuwendammerkerk'>,https://nl.wikipedia.org/wiki/Nieuwendammerkerk,2299.0,0.0045562920270895,0.0,0.0,4,0.002,1,0.0,,,,,"(52.39176944, 4.94066944)"
Dagteeken- en Kunstambachtsschool voor Meisjes,Monument of Gebouw,<WikipediaPage 'Dagteeken- en Kunstambachtsschool voor Meisjes'>,https://nl.wikipedia.org/wiki/Dagteeken-_en_Kunstambachtsschool_voor_Meisjes,,,0.0,0.0,12,0.0073333333333333,1,0.0,,,,,
"Overtoom 241, Amsterdam",Monument of Gebouw,"<WikipediaPage 'Overtoom 241, Amsterdam'>","https://nl.wikipedia.org/wiki/Overtoom_241,_Amsterdam",70.0,9.40886314908644e-05,0.0,0.0,6,0.0033333333333333,1,0.0,,,,,"(52.360125, 4.86915)"
Sint-Rosaklooster,Monument of Gebouw,<WikipediaPage 'Sint-Rosaklooster'>,https://nl.wikipedia.org/wiki/Sint-Rosaklooster,3957.0,0.0078754186443629,0.0,0.0,11,0.0066666666666666,1,0.0,,,,,"(52.38878333, 4.913825)"
De Boom ,Monument of Gebouw,<WikipediaPage 'De Boom (Amsterdam)'>,https://nl.wikipedia.org/wiki/De_Boom_(Amsterdam),8610.0,0.0171901931619585,9384807.0,1.0,50,0.0326666666666666,1,0.0,,,,,"(52.38333333, 4.85083333)"
Sint-Josephkerk ,Monument of Gebouw,<WikipediaPage 'Sint-Josephkerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Sint-Josephkerk_(Amsterdam),7382.0,0.0147318774285376,85605.0,0.0091216580159826,67,0.044,2,0.1,,,,,"(52.37305556, 4.845)"
Grafmonument van de familie Hartog van Banda,Monument of Gebouw,<WikipediaPage 'Grafmonument van de familie Hartog van Banda'>,https://nl.wikipedia.org/wiki/Grafmonument_van_de_familie_Hartog_van_Banda,2841.0,0.005641314117899,0.0,0.0,2,0.0006666666666666,1,0.0,,,,,
Eduard Douwes Dekker,Monument of Gebouw,<WikipediaPage 'Eduard Douwes Dekker'>,https://nl.wikipedia.org/wiki/Eduard_Douwes_Dekker,249740.0,0.4999049104256209,175807.0,0.0187331502928083,1025,0.6826666666666666,11,1.0,,,,,
Vondelmonument,Monument of Gebouw,<WikipediaPage 'Vondelmonument'>,https://nl.wikipedia.org/wiki/Vondelmonument,9729.0,0.0194303033457516,0.0,0.0,59,0.0386666666666666,1,0.0,Vondel Monument,4.0,2.0,https://www.tripadvisor.com/Attraction_Review-g188590-d17708191-Reviews-Vondel_Monument-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiaj8Ppxr71AhXGjqQKHVcZAqoQFnoECAkQAg&usg=AOvVaw1Wy2BLoUTcln2MBLaLPNC3,"(52.36005, 4.874)"
N. Tetterode,Monument of Gebouw,<WikipediaPage 'N. Tetterode'>,https://nl.wikipedia.org/wiki/N._Tetterode,,,960349.0,0.1023301811108102,133,0.088,4,0.3,,,,,
Grafmonument van Sophie de Vries,Monument of Gebouw,<WikipediaPage 'Grafmonument van Sophie de Vries'>,https://nl.wikipedia.org/wiki/Grafmonument_van_Sophie_de_Vries,2404.0,0.0047664900336116,0.0,0.0,4,0.002,1,0.0,,,,,
Burgemeester Eliasstraat 72-74,Monument of Gebouw,<WikipediaPage 'Burgemeester Eliasstraat 72-74'>,https://nl.wikipedia.org/wiki/Burgemeester_Eliasstraat_72-74,2429.0,0.0048165371780216,0.0,0.0,10,0.006,1,0.0,,,,,"(52.38333333, 4.8275)"
Toegangshek Vondelpark ,Monument of Gebouw,<WikipediaPage 'Toegangshek Vondelpark (Roemer Visscherstraat)'>,https://nl.wikipedia.org/wiki/Toegangshek_Vondelpark_(Roemer_Visscherstraat),28.0,1.000942888200685e-05,0.0,0.0,1,0.0,1,0.0,,,,,"(52.36085, 4.87573889)"
Pater van Kilsdonkbrug,Monument of Gebouw,<WikipediaPage 'Pater van Kilsdonkbrug'>,https://nl.wikipedia.org/wiki/Pater_van_Kilsdonkbrug,1297.0,0.0025504024791353,0.0,0.0,13,0.008,1,0.0,,,,,"(52.35971667, 4.87206111)"
Teekenschool ,Monument of Gebouw,<WikipediaPage 'Teekenschool (Amsterdam)'>,https://nl.wikipedia.org/wiki/Teekenschool_(Amsterdam),3705.0,0.0073709434287098,44300.0,0.0047203954220901,45,0.0293333333333333,1,0.0,,,,,"(52.3591, 4.88603056)"
Het Nieuwe Huis,Monument of Gebouw,<WikipediaPage 'Het Nieuwe Huis'>,https://nl.wikipedia.org/wiki/Het_Nieuwe_Huis,5805.0,0.0115749035591527,5086.0,0.0005419397543284,91,0.06,3,0.2,,,,,"(52.35333333, 4.88222222)"
De Joodse Invalide,Monument of Gebouw,<WikipediaPage 'De Joodse Invalide'>,https://nl.wikipedia.org/wiki/De_Joodse_Invalide,7203.0,0.0143735398745618,0.0,0.0,22,0.014,1,0.0,,,,,"(52.3625, 4.90861111)"
Constantiahofje,Monument of Gebouw,<WikipediaPage 'Constantiahofje'>,https://nl.wikipedia.org/wiki/Constantiahofje,3147.0,0.0062538911654778,0.0,0.0,80,0.0526666666666666,1,0.0,Constantiahofje 1,3.0,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d13968350-Reviews-Constantiahofje_1-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi_lMXsxr71AhVLC-wKHVCNAL0QFnoECAQQAg&usg=AOvVaw2wbtEbMbRdDthtJ5692M7q,"(52.38069444, 4.88200556)"
Burcht van Berlage,Monument of Gebouw,<WikipediaPage 'Burcht van Berlage'>,https://nl.wikipedia.org/wiki/Burcht_van_Berlage,14339.0,0.028658996774962,0.0,0.0,66,0.0433333333333333,1,0.0,De Burcht,4.5,12.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3754760-Reviews-De_Burcht-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi4qqntxr71AhWiM-wKHV9BB68QFnoECAgQAg&usg=AOvVaw3MhU2r5_tTv256lor5iPcl,"(52.36777778, 4.91083333)"
Brug 352,Monument of Gebouw,<WikipediaPage 'Brug 352'>,https://nl.wikipedia.org/wiki/Brug_352,1790.0,0.0035373321669012,157275.0,0.0167584693004342,6,0.0033333333333333,1,0.0,,,,,"(52.36845556, 4.93413889)"
Schellingwouderkerk,Monument of Gebouw,<WikipediaPage 'Schellingwouderkerk'>,https://nl.wikipedia.org/wiki/Schellingwouderkerk,4989.0,0.0099413647656092,0.0,0.0,16,0.01,1,0.0,,,,,"(52.38355556, 4.96538889)"
Toren van Ransdorp,Monument of Gebouw,<WikipediaPage 'Toren van Ransdorp'>,https://nl.wikipedia.org/wiki/Toren_van_Ransdorp,3086.0,0.0061317761331173,63068.0,0.0067202234419951,18,0.0113333333333333,1,0.0,,,,,"(52.39296389, 4.99347222)"
Berlage Lyceum,Monument of Gebouw,<WikipediaPage 'Berlage Lyceum'>,https://nl.wikipedia.org/wiki/Berlage_Lyceum,14001.0,0.0279823593825383,5754.0,0.0006131186288647,132,0.0873333333333333,1,0.0,,,,,"(52.34877222, 4.89942222)"
Harmoniehof,Monument of Gebouw,<WikipediaPage 'Harmoniehof'>,https://nl.wikipedia.org/wiki/Harmoniehof,5819.0,0.0116029299600223,0.0,0.0,16,0.01,1,0.0,,,,,
Zevenlandenhuizen,Monument of Gebouw,<WikipediaPage 'Zevenlandenhuizen'>,https://nl.wikipedia.org/wiki/Zevenlandenhuizen,13898.0,0.027776165147569,0.0,0.0,15,0.0093333333333333,1,0.0,Zevenlanden Huizen,4.0,14.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d12258038-Reviews-Zevenlanden_Huizen-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiI1oXvxr71AhUHyqQKHSIBBLMQFnoECAEQAg&usg=AOvVaw2Puyn-8Dgk_rGqNbup6xdo,"(52.36161944, 4.87743889)"
Frankendael,Park of recreatiegebied,<WikipediaPage 'Frankendael'>,https://nl.wikipedia.org/wiki/Frankendael,23505.0,0.0470082818014569,22458.0,0.0023930167130767,41,0.0266666666666666,2,0.1,Park Frankendael,4.5,32.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d10246464-Reviews-Park_Frankendael-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjrworwxr71AhXCGuwKHVBbDacQFnoECAMQAg&usg=AOvVaw0fmaiO0MV1Z3YxOIelorsu,"(52.35111111, 4.93333333)"
"Neptunus, Amphitrite en Arion",Monument of Gebouw,"<WikipediaPage 'Neptunus, Amphitrite en Arion'>","https://nl.wikipedia.org/wiki/Neptunus,_Amphitrite_en_Arion",,,0.0,0.0,2,0.0006666666666666,1,0.0,,,,,"(52.35134722, 4.93382222)"
Goslerhuisje,Monument of Gebouw,<WikipediaPage 'Goslerhuisje'>,https://nl.wikipedia.org/wiki/Goslerhuisje,1393.0,0.0027425835136698,0.0,0.0,11,0.0066666666666666,1,0.0,,,,,"(52.36986389, 4.9017)"
Algemene Nederlandse Diamantbewerkersbond,Monument of Gebouw,<WikipediaPage 'Algemene Nederlandse Diamantbewerkersbond'>,https://nl.wikipedia.org/wiki/Algemene_Nederlandse_Diamantbewerkersbond,10306.0,0.0205853914387352,0.0,0.0,66,0.0433333333333333,2,0.1,,,,,
Brug 382,Monument of Gebouw,<WikipediaPage 'Brug 382'>,https://nl.wikipedia.org/wiki/Brug_382,1139.0,0.0022341045264639,23739.0,0.0025295139260722,49,0.032,1,0.0,Brug 382,3.5,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d15087774-Reviews-Brug_382-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiZhazxxr71AhXI-KQKHbuDCL0QFnoECAgQAg&usg=AOvVaw1YYNmvZLMRQUjFDrYO9PLr,"(52.3754, 4.86444167)"
Atelierwoningen Zomerdijkstraat,Monument of Gebouw,<WikipediaPage 'Atelierwoningen Zomerdijkstraat'>,https://nl.wikipedia.org/wiki/Atelierwoningen_Zomerdijkstraat,7347.0,0.0146618114263636,4860.0,0.0005178582788117,70,0.046,2,0.1,,,,,"(52.3425, 4.90361111)"
Groenhoven ,Monument of Gebouw,<WikipediaPage 'Groenhoven (Amsterdam)'>,https://nl.wikipedia.org/wiki/Groenhoven_(Amsterdam),583.0,0.0011210560347847,0.0,0.0,22,0.014,1,0.0,,,,,"(52.32521667, 4.97685)"
Droogbak ,Monument of Gebouw,<WikipediaPage 'Droogbak (gebouw)'>,https://nl.wikipedia.org/wiki/Droogbak_(gebouw),12279.0,0.0245351120755751,0.0,0.0,38,0.0246666666666666,1,0.0,,,,,"(52.38038333, 4.89355)"
De 1200 Roe,Monument of Gebouw,<WikipediaPage 'De 1200 Roe'>,https://nl.wikipedia.org/wiki/De_1200_Roe,5298.0,0.0105599474705172,310903.0,0.0331283317813568,41,0.0266666666666666,2,0.1,Watermolen de 1200 Roe,4.0,21.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d6650714-Reviews-Water_Mill_1200_Roe-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjN-tryxr71AhVJ-6QKHWWWANQQFnoECAYQAg&usg=AOvVaw3EpeMYwm0BCf9x5oZ607cp,"(52.38416667, 4.815)"
De Gooyer ,Monument of Gebouw,<WikipediaPage 'De Gooyer (Amsterdam)'>,https://nl.wikipedia.org/wiki/De_Gooyer_(Amsterdam),19109.0,0.0382079919283965,41876.0,0.0044621056138927,76,0.05,5,0.4,Molen de Gooyer,4.0,308.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d7375416-r324884031-De_Gooyer_Windmill-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjUp5T0xr71AhWB26QKHWZdCb0QFnoECAIQAg&usg=AOvVaw3Xpt4kAEWw0kwe0Qv4JyZH,"(52.36666667, 4.92611111)"
Toegangshek Vondelpark ,Monument of Gebouw,<WikipediaPage 'Toegangshek Vondelpark (Stadhouderskade)'>,https://nl.wikipedia.org/wiki/Toegangshek_Vondelpark_(Stadhouderskade),755.0,0.0014653803883258,0.0,0.0,9,0.0053333333333333,1,0.0,,,,,"(52.36169722, 4.88166944)"
Hilton Amsterdam Hotel,Monument of Gebouw,<WikipediaPage 'Hilton Amsterdam Hotel'>,https://nl.wikipedia.org/wiki/Hilton_Amsterdam_Hotel,53401.0,0.1068566589727523,69999.0,0.0074587575429095,119,0.0786666666666666,3,0.2,Hilton Amsterdam,4.5,3760.0,https://www.tripadvisor.nl/Hotel_Review-g188590-d228438-Reviews-Hilton_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjlhaf1xr71AhVLC-wKHVCNAL0QFnoECAQQAg&usg=AOvVaw0R0hVsBYxV3rbZeet4CXKp,"(52.35138889, 4.87194444)"
Aluminiumbrug,Monument of Gebouw,<WikipediaPage 'Aluminiumbrug'>,https://nl.wikipedia.org/wiki/Aluminiumbrug,2933.0,0.0058254876093279,0.0,0.0,13,0.008,1,0.0,Aluminiumbrug,3.5,8.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d16823747-Reviews-Aluminiumbrug-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjRq6T2xr71AhUKsaQKHeotCCwQFnoECAcQAg&usg=AOvVaw2-EmqBMrFmbbp7_0R9yAMU,"(52.36838333, 4.89629167)"
Gemeenschapsmolen,Monument of Gebouw,<WikipediaPage 'Gemeenschapsmolen'>,https://nl.wikipedia.org/wiki/Gemeenschapsmolen,2697.0,0.0053530425660972,15976.0,0.0017023258975917,17,0.0106666666666666,1,0.0,,,,,"(52.31096667, 5.00370833)"
Koninklijk Instituut voor de Tropen,Bioscoop,<WikipediaPage 'Koninklijk Instituut voor de Tropen'>,https://nl.wikipedia.org/wiki/Koninklijk_Instituut_voor_de_Tropen,24607.0,0.0492143599270512,21077.0,0.0022458639799411,133,0.088,4,0.3,KIT Royal Tropical Institute,4.5,21.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245282-Reviews-KIT_Royal_Tropical_Institute-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjXlOX3xr71AhVtMewKHcl0A8cQFnoECAEQAg&usg=AOvVaw3Bx8Ij_JwA0TkBu394lKeR,
Zonnehuis,Monument of Gebouw,<WikipediaPage 'Zonnehuis'>,https://nl.wikipedia.org/wiki/Zonnehuis,11821.0,0.0236182483899833,1509147.0,0.160807462529597,31,0.02,1,0.0,,,,,
Lloyd-complex,Monument of Gebouw,<WikipediaPage 'Lloyd-complex'>,https://nl.wikipedia.org/wiki/Lloyd-complex,5848.0,0.0116609846475379,0.0,0.0,43,0.028,1,0.0,,,,,"(52.37421111, 4.93565)"
Toegangshek Vondelpark ,Monument of Gebouw,<WikipediaPage 'Toegangshek Vondelpark (Vondelstraat 120)'>,https://nl.wikipedia.org/wiki/Toegangshek_Vondelpark_(Vondelstraat_120),37.0,2.8026400869619182e-05,0.0,0.0,2,0.0006666666666666,1,0.0,,,,,"(52.36094167, 4.87403889)"
Kerk van Holysloot,Monument of Gebouw,<WikipediaPage 'Kerk van Holysloot'>,https://nl.wikipedia.org/wiki/Kerk_van_Holysloot,2911.0,0.0057814461222471,9384807.0,1.0,21,0.0133333333333333,1,0.0,,,,,"(52.41306667, 5.02465)"
Onze-Lieve-Vrouw-van-Lourdeskerk ,Monument of Gebouw,<WikipediaPage 'Onze-Lieve-Vrouw-van-Lourdeskerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Onze-Lieve-Vrouw-van-Lourdeskerk_(Amsterdam),3067.0,0.0060937403033657,0.0,0.0,13,0.008,1,0.0,,,,,"(52.37443889, 4.82078889)"
Gemeentetram Amsterdam,Monument of Gebouw,<WikipediaPage 'Gemeentetram Amsterdam'>,https://nl.wikipedia.org/wiki/Gemeentetram_Amsterdam,8474.0,0.0169179366963679,161882.0,0.0172493691132913,48,0.0313333333333333,1,0.0,,,,,
